game_title,author,number_of_ratings,wowie_rank,wowie_score,wowie_raw_score,fun_rank,fun_score,fun_raw_score,creativity_rank,creativity_score,creativity_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,on_topic_rank,on_topic_score,on_topic_raw_score
Searching For Love,Softzone, 7,#708,2.073,2.714,#700,2.073,2.714,#613,2.619,3.429,#660,2.837,3.714,#740,1.746,2.286,#508,2.837,3.714,#693,2.291,3.000
Cyberfuse,nocrunchstudio, 7,#708,2.073,2.714,#758,1.855,2.429,#613,2.619,3.429,#660,2.837,3.714,#417,2.837,3.714,#399,3.164,4.143,#453,3.055,4.000
Rage With The Machine,msipp27, 100,#713,2.070,2.070,#626,2.340,2.340,#746,2.090,2.090,#457,3.450,3.450,#560,2.440,2.440,#790,1.750,1.750,#690,2.300,2.300
Bots!,JustFrostDEV, 5,#714,2.066,3.200,#773,1.807,2.800,#782,1.936,3.000,#577,3.098,4.800,#297,3.098,4.800,#600,2.582,4.000,#828,1.678,2.600
Half Time,Wolpesto, 5,#714,2.066,3.200,#737,1.936,3.000,#720,2.195,3.400,#811,2.195,3.400,#870,1.291,2.000,#748,1.936,3.000,#648,2.453,3.800
Summoning Sickness,FullMoonGame, 5,#714,2.066,3.200,#628,2.324,3.600,#782,1.936,3.000,#811,2.195,3.400,#727,1.807,2.800,#561,2.711,4.200,#711,2.195,3.400
SwitchBot,SonicMam, 5,#714,2.066,3.200,#628,2.324,3.600,#691,2.324,3.600,#756,2.453,3.800,#870,1.291,2.000,#782,1.807,2.800,#674,2.324,3.600
Jinn and Pirate,"cerwin, omerilhNN, Alorin", 5,#714,2.066,3.200,#628,2.324,3.600,#625,2.582,4.000,#689,2.711,4.200,#680,1.936,3.000,#718,2.066,3.200,#711,2.195,3.400
The Dumb  Sidekick,BlackLightStudio, 5,#714,2.066,3.200,#709,2.066,3.200,#782,1.936,3.000,#728,2.582,4.000,#655,2.066,3.200,#806,1.678,2.600,#828,1.678,2.600
Mind The Missiles,GreenKiwi7, 8,#720,2.041,2.500,#520,2.654,3.250,#628,2.552,3.125,#560,3.164,3.875,#744,1.735,2.125,#704,2.143,2.625,#549,2.756,3.375
Destruction Imminent Fixed Build,fries09, 8,#720,2.041,2.500,#719,2.041,2.500,#506,2.960,3.625,#630,2.960,3.625,#554,2.449,3.000,#746,1.939,2.375,#730,2.143,2.625
GusGear,Burger dev thing, 9,#722,2.021,2.333,#723,2.021,2.333,#821,1.828,2.111,#622,2.983,3.444,#533,2.502,2.889,#690,2.213,2.556,#818,1.732,2.000
Fleshbert,Bamnqamna, 4,#723,2.021,3.500,#682,2.165,3.750,#696,2.309,4.000,#748,2.454,4.250,#694,1.876,3.250,#797,1.732,3.000,#644,2.454,4.250
Very Dumb AI,Kofybrek, 4,#723,2.021,3.500,#682,2.165,3.750,#798,1.876,3.250,#792,2.309,4.000,#636,2.165,3.750,#725,2.021,3.500,#756,2.021,3.500
Aye Aye (AI),Makaiba, 4,#723,2.021,3.500,#726,2.021,3.500,#798,1.876,3.250,#831,2.165,3.750,#694,1.876,3.250,#759,1.876,3.250,#756,2.021,3.500
My First Game,Davafred, 10,#726,2.008,2.200,#742,1.917,2.100,#763,2.008,2.200,#441,3.469,3.800,#842,1.369,1.500,#677,2.282,2.500,#901,1.369,1.500
Fight Club,JACKO4590, 6,#727,2.003,2.833,#781,1.768,2.500,#647,2.475,3.500,#804,2.239,3.167,#868,1.296,1.833,#840,1.532,2.167,#919,1.296,1.833
Artificial unintelegence,Tylergproulx, 6,#727,2.003,2.833,#743,1.886,2.667,#709,2.239,3.167,#745,2.475,3.500,#671,2.003,2.833,#840,1.532,2.167,#446,3.064,4.333
extreme reparator,demacedius, 6,#727,2.003,2.833,#849,1.532,2.167,#709,2.239,3.167,#586,3.064,4.333,#765,1.650,2.333,#564,2.711,3.833,#608,2.593,3.667
Daddy!,MaazBaaz, 6,#727,2.003,2.833,#781,1.768,2.500,#709,2.239,3.167,#634,2.946,4.167,#735,1.768,2.500,#734,2.003,2.833,#734,2.121,3.000
Planet C0lonizer,centrex, 3,#731,2.000,4.000,#764,1.833,3.667,#688,2.333,4.667,#871,2.000,4.000,#721,1.833,3.667,#741,2.000,4.000,#798,1.833,3.667
Aiutoniet,Kid With A Beard, 3,#731,2.000,4.000,#764,1.833,3.667,#768,2.000,4.000,#743,2.500,5.000,#721,1.833,3.667,#811,1.667,3.333,#718,2.167,4.333
Hand and Brain Chess,aaronkwc, 3,#731,2.000,4.000,#891,1.333,2.667,#768,2.000,4.000,#916,1.667,3.333,#846,1.333,2.667,#919,1.167,2.333,#798,1.833,3.667
Destruction Imminent,fries09, 7,#734,1.964,2.571,#529,2.619,3.429,#634,2.510,3.286,#710,2.619,3.429,#740,1.746,2.286,#743,1.964,2.571,#693,2.291,3.000
The Self-Driving Race,DuoRiver, 7,#734,1.964,2.571,#674,2.182,2.857,#701,2.291,3.000,#480,3.382,4.429,#856,1.309,1.714,#851,1.528,2.000,#485,2.946,3.857
Survive the Monsters,DerEL_Dev, 7,#734,1.964,2.571,#856,1.528,2.000,#813,1.855,2.429,#710,2.619,3.429,#709,1.855,2.429,#816,1.637,2.143,#659,2.400,3.143
Lava Rising,N002, 7,#734,1.964,2.571,#758,1.855,2.429,#584,2.728,3.571,#848,2.073,2.714,#771,1.637,2.143,#772,1.855,2.429,#659,2.400,3.143
SpeciAl Delivery,Escapade Games, 7,#734,1.964,2.571,#789,1.746,2.286,#730,2.182,2.857,#801,2.291,3.000,#771,1.637,2.143,#851,1.528,2.000,#522,2.837,3.714
AnTales,Jérôme O' Clock, 7,#734,1.964,2.571,#700,2.073,2.714,#730,2.182,2.857,#600,3.055,4.000,#835,1.418,1.857,#585,2.619,3.429,#592,2.619,3.429
"I believe ya, but my robot don't!",Dat1Doge, 5,#740,1.936,3.000,#709,2.066,3.200,#750,2.066,3.200,#756,2.453,3.800,#751,1.678,2.600,#748,1.936,3.000,#711,2.195,3.400
W0-W1-33 | WowieJam 4.0 Submission,Maple Ink - Games, 5,#740,1.936,3.000,#810,1.678,2.600,#720,2.195,3.400,#756,2.453,3.800,#680,1.936,3.000,#657,2.324,3.600,#519,2.840,4.400
SNAIK,elepot, 5,#740,1.936,3.000,#671,2.195,3.400,#720,2.195,3.400,#756,2.453,3.800,#592,2.324,3.600,#748,1.936,3.000,#674,2.324,3.600
LaserTime,kddinev18, 5,#740,1.936,3.000,#628,2.324,3.600,#862,1.678,2.600,#756,2.453,3.800,#655,2.066,3.200,#630,2.453,3.800,#858,1.549,2.400
AIm,Huskslay, 5,#740,1.936,3.000,#709,2.066,3.200,#657,2.453,3.800,#728,2.582,4.000,#751,1.678,2.600,#657,2.324,3.600,#648,2.453,3.800
Harold's gallery,Gaming Tardigrade, 5,#740,1.936,3.000,#773,1.807,2.800,#691,2.324,3.600,#811,2.195,3.400,#751,1.678,2.600,#879,1.420,2.200,#807,1.807,2.800
BattleYard,MaseR89, 28,#746,1.929,1.929,#708,2.071,2.071,#812,1.857,1.857,#125,4.107,4.107,#539,2.500,2.500,#646,2.357,2.357,#922,1.250,1.250
YAH(Your Artificail hepler)JAM VER,ABEEGTREE, 13,#747,1.923,1.923,#809,1.692,1.692,#815,1.846,1.846,#615,3.000,3.000,#685,1.923,1.923,#904,1.308,1.308,#494,2.923,2.923
Friend Bot,ProfWhizz, 6,#748,1.886,2.667,#743,1.886,2.667,#466,3.064,4.333,#634,2.946,4.167,#735,1.768,2.500,#840,1.532,2.167,#636,2.475,3.500
AI Puzzle,Tanicorn, 6,#748,1.886,2.667,#781,1.768,2.500,#765,2.003,2.833,#510,3.300,4.667,#765,1.650,2.333,#758,1.886,2.667,#667,2.357,3.333
Always judge a book by its cover,GwiazdekProgramer, 6,#748,1.886,2.667,#781,1.768,2.500,#647,2.475,3.500,#586,3.064,4.333,#581,2.357,3.333,#918,1.179,1.667,#706,2.239,3.167
The Companion,UnityGamer034, 6,#748,1.886,2.667,#730,2.003,2.833,#792,1.886,2.667,#586,3.064,4.333,#765,1.650,2.333,#815,1.650,2.333,#734,2.121,3.000
FLR: Friendly Little Robot,Hawhe, 4,#752,1.876,3.250,#750,1.876,3.250,#696,2.309,4.000,#831,2.165,3.750,#694,1.876,3.250,#797,1.732,3.000,#644,2.454,4.250
Ultimate Tic Tac Toe Arena,jellybeans, 4,#752,1.876,3.250,#750,1.876,3.250,#798,1.876,3.250,#792,2.309,4.000,#664,2.021,3.500,#725,2.021,3.500,#756,2.021,3.500
Green Duck The Videogame,ElkkuPRO045, 4,#752,1.876,3.250,#726,2.021,3.500,#798,1.876,3.250,#856,2.021,3.500,#819,1.443,2.500,#866,1.443,2.500,#818,1.732,3.000
SpaceJam,CojaDev, 4,#752,1.876,3.250,#831,1.588,2.750,#884,1.588,2.750,#792,2.309,4.000,#819,1.443,2.500,#759,1.876,3.250,#881,1.443,2.500
Buddy3000,Blushing Butterfly, 4,#752,1.876,3.250,#902,1.299,2.250,#884,1.588,2.750,#831,2.165,3.750,#779,1.588,2.750,#700,2.165,3.750,#850,1.588,2.750
Henry's equation,Prakhrr, 4,#752,1.876,3.250,#794,1.732,3.000,#621,2.598,4.500,#960,1.299,2.250,#779,1.588,2.750,#759,1.876,3.250,#881,1.443,2.500
Floppy Pipe,Mhiw, 8,#758,1.837,2.250,#761,1.837,2.250,#778,1.939,2.375,#299,3.776,4.625,#714,1.837,2.250,#608,2.552,3.125,#619,2.552,3.125
Robodogs,dutchlish, 8,#758,1.837,2.250,#761,1.837,2.250,#741,2.143,2.625,#778,2.347,2.875,#661,2.041,2.500,#654,2.347,2.875,#796,1.837,2.250
The birdies and the bees,Irionyme, 3,#760,1.833,3.667,#732,2.000,4.000,#866,1.667,3.333,#820,2.167,4.333,#846,1.333,2.667,#853,1.500,3.000,#769,2.000,4.000
Ooga Booga(It's in Babish),"UselessFish, saharnahari", 3,#760,1.833,3.667,#815,1.667,3.333,#768,2.000,4.000,#891,1.833,3.667,#946,0.833,1.667,#697,2.167,4.333,#718,2.167,4.333
Vent Job,DUCKnGames, 3,#760,1.833,3.667,#764,1.833,3.667,#818,1.833,3.667,#781,2.333,4.667,#918,1.000,2.000,#741,2.000,4.000,#832,1.667,3.333
TuneBlox,historic66, 9,#763,1.828,2.111,#794,1.732,2.000,#665,2.406,2.778,#396,3.560,4.111,#566,2.406,2.778,#420,3.079,3.556,#804,1.828,2.111
DAINO RUN,"quabmara, Madelaine21", 9,#763,1.828,2.111,#667,2.213,2.556,#791,1.925,2.222,#740,2.502,2.889,#648,2.117,2.444,#616,2.502,2.889,#603,2.598,3.000
Baby Bird,NourTech, 9,#763,1.828,2.111,#771,1.828,2.111,#717,2.213,2.556,#715,2.598,3.000,#648,2.117,2.444,#258,3.560,4.111,#942,1.155,1.333
ISLANDER DREAMS,Amine Kaddar, 10,#766,1.826,2.000,#772,1.826,2.000,#729,2.191,2.400,#846,2.100,2.300,#650,2.100,2.300,#755,1.917,2.100,#764,2.008,2.200
STICK The Learning AI- Wowie Jam Submission,Capps, 5,#767,1.807,2.800,#596,2.453,3.800,#824,1.807,2.800,#625,2.969,4.600,#507,2.582,4.000,#718,2.066,3.200,#778,1.936,3.000
Collaborative Effort - Escape the Facility,Pseudo, 5,#767,1.807,2.800,#810,1.678,2.600,#862,1.678,2.600,#689,2.711,4.200,#896,1.162,1.800,#806,1.678,2.600,#746,2.066,3.200
Blinded By Rage,Orr10c, 5,#767,1.807,2.800,#773,1.807,2.800,#750,2.066,3.200,#756,2.453,3.800,#727,1.807,2.800,#748,1.936,3.000,#711,2.195,3.400
Adventures of Larry the Lizard,Mizi, 5,#767,1.807,2.800,#737,1.936,3.000,#720,2.195,3.400,#783,2.324,3.600,#629,2.195,3.400,#657,2.324,3.600,#778,1.936,3.000
Cooking with AI,PingGames, 5,#767,1.807,2.800,#844,1.549,2.400,#824,1.807,2.800,#849,2.066,3.200,#797,1.549,2.400,#782,1.807,2.800,#746,2.066,3.200
Symbiotic Scavenger,Fris0uman, 5,#767,1.807,2.800,#882,1.420,2.200,#720,2.195,3.400,#756,2.453,3.800,#932,0.904,1.400,#600,2.582,4.000,#674,2.324,3.600
Pineapple Lore,clorz0, 5,#767,1.807,2.800,#709,2.066,3.200,#782,1.936,3.000,#783,2.324,3.600,#833,1.420,2.200,#830,1.549,2.400,#858,1.549,2.400
Copilot,Ming Ming, 5,#767,1.807,2.800,#709,2.066,3.200,#750,2.066,3.200,#728,2.582,4.000,#727,1.807,2.800,#718,2.066,3.200,#746,2.066,3.200
Happy Days,Richard K, 6,#775,1.768,2.500,#820,1.650,2.333,#765,2.003,2.833,#721,2.593,3.667,#543,2.475,3.500,#911,1.296,1.833,#919,1.296,1.833
Robot Helper,dillydonker, 6,#775,1.768,2.500,#689,2.121,3.000,#876,1.650,2.333,#695,2.711,3.833,#581,2.357,3.333,#786,1.768,2.500,#867,1.532,2.167
Football fight game,DevStar, 6,#775,1.768,2.500,#781,1.768,2.500,#709,2.239,3.167,#804,2.239,3.167,#868,1.296,1.833,#840,1.532,2.167,#706,2.239,3.167
Project D.A.R.M.A,cookiebot_real, 7,#779,1.746,2.286,#789,1.746,2.286,#730,2.182,2.857,#514,3.273,4.286,#567,2.400,3.143,#715,2.073,2.714,#795,1.855,2.429
AI Jump,itsoutchy, 7,#779,1.746,2.286,#887,1.418,1.857,#777,1.964,2.571,#558,3.164,4.143,#957,0.764,1.000,#917,1.200,1.571,#693,2.291,3.000
the AI,sappylatice60, 8,#781,1.735,2.125,#686,2.143,2.625,#778,1.939,2.375,#704,2.654,3.250,#677,1.939,2.375,#916,1.225,1.500,#704,2.245,2.750
Save ROB(OT),strawyyy, 8,#781,1.735,2.125,#791,1.735,2.125,#843,1.735,2.125,#911,1.735,2.125,#744,1.735,2.125,#793,1.735,2.125,#816,1.735,2.125
Jelly Jump Run,Splash!20, 9,#783,1.732,2.000,#723,2.021,2.333,#821,1.828,2.111,#622,2.983,3.444,#724,1.828,2.111,#838,1.540,1.778,#881,1.443,1.667
Resist the Zombies,himadh, 4,#783,1.732,3.000,#902,1.299,2.250,#884,1.588,2.750,#883,1.876,3.250,#898,1.155,2.000,#628,2.454,4.250,#942,1.155,2.000
AId needed,Tootlebug2010, 4,#783,1.732,3.000,#794,1.732,3.000,#798,1.876,3.250,#748,2.454,4.250,#779,1.588,2.750,#866,1.443,2.500,#756,2.021,3.500
Slow-SlimeSlam,RabbidLodeweijck, 4,#783,1.732,3.000,#831,1.588,2.750,#844,1.732,3.000,#792,2.309,4.000,#636,2.165,3.750,#866,1.443,2.500,#788,1.876,3.250
Trust Robert!,Droid Games, 4,#783,1.732,3.000,#831,1.588,2.750,#844,1.732,3.000,#748,2.454,4.250,#664,2.021,3.500,#797,1.732,3.000,#644,2.454,4.250
Debugger,itch_R3Games, 4,#783,1.732,3.000,#794,1.732,3.000,#759,2.021,3.500,#912,1.732,3.000,#779,1.588,2.750,#797,1.732,3.000,#644,2.454,4.250
Matrix Breakout,tweaxx, 4,#783,1.732,3.000,#794,1.732,3.000,#844,1.732,3.000,#831,2.165,3.750,#694,1.876,3.250,#759,1.876,3.250,#818,1.732,3.000
The Robot Developer,Catbrother Everything, 4,#783,1.732,3.000,#750,1.876,3.250,#696,2.309,4.000,#831,2.165,3.750,#779,1.588,2.750,#820,1.588,2.750,#723,2.165,3.750
Be Careful What You Eat,"Z53_INCOMING, BoTzO", 4,#783,1.732,3.000,#794,1.732,3.000,#884,1.588,2.750,#883,1.876,3.250,#779,1.588,2.750,#866,1.443,2.500,#788,1.876,3.250
D.R.O.N.E. Stealth Survival Action,"Hifire, Code Snow", 4,#783,1.732,3.000,#831,1.588,2.750,#844,1.732,3.000,#792,2.309,4.000,#694,1.876,3.250,#932,1.155,2.000,#723,2.165,3.750
Doggo,hypersquad, 4,#783,1.732,3.000,#831,1.588,2.750,#798,1.876,3.250,#912,1.732,3.000,#860,1.299,2.250,#725,2.021,3.500,#942,1.155,2.000
CompAInion,Simon2062, 4,#783,1.732,3.000,#794,1.732,3.000,#844,1.732,3.000,#715,2.598,4.500,#779,1.588,2.750,#820,1.588,2.750,#818,1.732,3.000
Sheep Go Boom,DaydreamX, 4,#783,1.732,3.000,#794,1.732,3.000,#737,2.165,3.750,#792,2.309,4.000,#596,2.309,4.000,#759,1.876,3.250,#881,1.443,2.500
Helping AI,Cardboard Animations, 4,#783,1.732,3.000,#750,1.876,3.250,#844,1.732,3.000,#831,2.165,3.750,#961,0.722,1.250,#700,2.165,3.750,#818,1.732,3.000
Automated Invasion,Klassroom Studios, 9,#783,1.732,2.000,#794,1.732,2.000,#821,1.828,2.111,#810,2.213,2.556,#434,2.791,3.222,#781,1.828,2.111,#865,1.540,1.778
Aiutonet (Windows version),Kid With A Beard, 4,#783,1.732,3.000,#794,1.732,3.000,#737,2.165,3.750,#715,2.598,4.500,#664,2.021,3.500,#759,1.876,3.250,#683,2.309,4.000
AI in CONTROL,Zalamehafe, 13,#799,1.692,1.692,#780,1.769,1.769,#619,2.615,2.615,#655,2.846,2.846,#685,1.923,1.923,#703,2.154,2.154,#544,2.769,2.769
Co1or,MerahRed, 5,#800,1.678,2.600,#810,1.678,2.600,#750,2.066,3.200,#783,2.324,3.600,#870,1.291,2.000,#944,1.033,1.600,#648,2.453,3.800
MISSION:AI,goofyblocks, 5,#800,1.678,2.600,#628,2.324,3.600,#824,1.807,2.800,#625,2.969,4.600,#680,1.936,3.000,#748,1.936,3.000,#746,2.066,3.200
FLOW,pickled peanuts, 5,#800,1.678,2.600,#882,1.420,2.200,#720,2.195,3.400,#962,1.291,2.000,#655,2.066,3.200,#692,2.195,3.400,#807,1.807,2.800
CATMOUSE,Janhetjoch, 5,#800,1.678,2.600,#882,1.420,2.200,#782,1.936,3.000,#783,2.324,3.600,#932,0.904,1.400,#782,1.807,2.800,#778,1.936,3.000
Artificial Idocy,Mr Genie, 5,#800,1.678,2.600,#773,1.807,2.800,#824,1.807,2.800,#689,2.711,4.200,#751,1.678,2.600,#657,2.324,3.600,#858,1.549,2.400
Tower to Space,TheDramaticLYNX, 5,#800,1.678,2.600,#737,1.936,3.000,#963,1.033,1.600,#728,2.582,4.000,#655,2.066,3.200,#879,1.420,2.200,#940,1.162,1.800
Turret,yellowdragoon, 5,#800,1.678,2.600,#773,1.807,2.800,#824,1.807,2.800,#783,2.324,3.600,#797,1.549,2.400,#830,1.549,2.400,#648,2.453,3.800
Botcoin,ChoccDogg, 5,#800,1.678,2.600,#709,2.066,3.200,#750,2.066,3.200,#783,2.324,3.600,#954,0.775,1.200,#879,1.420,2.200,#778,1.936,3.000
Salivation And Destruction,Drewen Schoon, 5,#800,1.678,2.600,#737,1.936,3.000,#824,1.807,2.800,#849,2.066,3.200,#727,1.807,2.800,#806,1.678,2.600,#893,1.420,2.200
Impulse,VikKever, 5,#800,1.678,2.600,#810,1.678,2.600,#782,1.936,3.000,#783,2.324,3.600,#751,1.678,2.600,#718,2.066,3.200,#674,2.324,3.600
Jump Across,sonnettica, 3,#810,1.667,3.333,#891,1.333,2.667,#901,1.500,3.000,#820,2.167,4.333,#807,1.500,3.000,#892,1.333,2.667,#798,1.833,3.667
Robot trainer,Dj_island, 3,#810,1.667,3.333,#858,1.500,3.000,#768,2.000,4.000,#871,2.000,4.000,#967,0.667,1.333,#811,1.667,3.333,#769,2.000,4.000
Very Dead Space,FtRemus, 3,#810,1.667,3.333,#891,1.333,2.667,#768,2.000,4.000,#820,2.167,4.333,#758,1.667,3.333,#892,1.333,2.667,#718,2.167,4.333
Ai Not Found,SirFerretonIII, 6,#813,1.650,2.333,#920,1.179,1.667,#920,1.414,2.000,#923,1.650,2.333,#836,1.414,2.000,#840,1.532,2.167,#898,1.414,2.000
Fruit cAItcher,Unknown_ 3200, 6,#813,1.650,2.333,#920,1.179,1.667,#876,1.650,2.333,#695,2.711,3.833,#765,1.650,2.333,#941,1.061,1.500,#667,2.357,3.333
Artificial Survival,NatheSpike, 6,#813,1.650,2.333,#820,1.650,2.333,#836,1.768,2.500,#936,1.532,2.167,#735,1.768,2.500,#840,1.532,2.167,#836,1.650,2.333
Red Guy,deactiveasdf, 6,#813,1.650,2.333,#781,1.768,2.500,#876,1.650,2.333,#843,2.121,3.000,#581,2.357,3.333,#734,2.003,2.833,#898,1.414,2.000
Find Us!,spiregg, 6,#813,1.650,2.333,#889,1.414,2.000,#792,1.886,2.667,#843,2.121,3.000,#619,2.239,3.167,#707,2.121,3.000,#667,2.357,3.333
JUMP,CCreater, 7,#818,1.637,2.143,#901,1.309,1.714,#840,1.746,2.286,#687,2.728,3.571,#740,1.746,2.286,#585,2.619,3.429,#558,2.728,3.571
Rhythm Buddies (Very unfinished but i decided to post it anyway because i thought people might enjoy the funky music),GreenLizard307, 7,#818,1.637,2.143,#758,1.855,2.429,#701,2.291,3.000,#909,1.746,2.286,#369,2.946,3.857,#668,2.291,3.000,#925,1.200,1.571
hyper/chip heroes,NeonCoffeeDevelopment, 7,#818,1.637,2.143,#887,1.418,1.857,#840,1.746,2.286,#875,1.964,2.571,#417,2.837,3.714,#638,2.400,3.143,#659,2.400,3.143
SpaceShipAlly,qazwsxedc121, 4,#821,1.588,2.750,#870,1.443,2.500,#798,1.876,3.250,#856,2.021,3.500,#779,1.588,2.750,#797,1.732,3.000,#788,1.876,3.250
Card City,skiscratcher, 4,#821,1.588,2.750,#726,2.021,3.500,#798,1.876,3.250,#831,2.165,3.750,#819,1.443,2.500,#866,1.443,2.500,#881,1.443,2.500
Shepherd,Storm2047, 4,#821,1.588,2.750,#794,1.732,3.000,#844,1.732,3.000,#926,1.588,2.750,#860,1.299,2.250,#820,1.588,2.750,#881,1.443,2.500
Billy_Bob_Joe,Agent_Phantom8, 4,#821,1.588,2.750,#831,1.588,2.750,#737,2.165,3.750,#856,2.021,3.500,#694,1.876,3.250,#665,2.309,4.000,#881,1.443,2.500
Blob Killer,Enes Samet, 4,#821,1.588,2.750,#831,1.588,2.750,#884,1.588,2.750,#856,2.021,3.500,#694,1.876,3.250,#905,1.299,2.250,#850,1.588,2.750
Jack & Markus,"Todes_Ritter, Andi1411, chokorey", 4,#821,1.588,2.750,#750,1.876,3.250,#910,1.443,2.500,#831,2.165,3.750,#748,1.732,3.000,#820,1.588,2.750,#723,2.165,3.750
Fortification,Lumyk0, 4,#821,1.588,2.750,#902,1.299,2.250,#958,1.155,2.000,#831,2.165,3.750,#664,2.021,3.500,#725,2.021,3.500,#788,1.876,3.250
Teach me how,fuzzy.gears.studios, 4,#821,1.588,2.750,#831,1.588,2.750,#910,1.443,2.500,#792,2.309,4.000,#748,1.732,3.000,#820,1.588,2.750,#723,2.165,3.750
AI Raider,SBREN_SBEVE, 4,#821,1.588,2.750,#902,1.299,2.250,#844,1.732,3.000,#831,2.165,3.750,#819,1.443,2.500,#759,1.876,3.250,#850,1.588,2.750
Cable Crash 2,FivyDev, 4,#821,1.588,2.750,#831,1.588,2.750,#798,1.876,3.250,#856,2.021,3.500,#779,1.588,2.750,#797,1.732,3.000,#683,2.309,4.000
DON'T WaiT!,MagicCondor, 5,#831,1.549,2.400,#914,1.291,2.000,#824,1.807,2.800,#783,2.324,3.600,#932,0.904,1.400,#944,1.033,1.600,#746,2.066,3.200
Robobugs Unite,"richard-webb, Houlihan, Sabrina Fedele Audio, Blue Lava", 9,#832,1.540,1.778,#741,1.925,2.222,#640,2.502,2.889,#770,2.406,2.778,#496,2.598,3.000,#665,2.309,2.667,#740,2.117,2.444
Blockus,seweyt, 6,#833,1.532,2.167,#743,1.886,2.667,#836,1.768,2.500,#804,2.239,3.167,#907,1.061,1.500,#707,2.121,3.000,#926,1.179,1.667
2027,cherard, 6,#833,1.532,2.167,#889,1.414,2.000,#679,2.357,3.333,#964,1.179,1.667,#931,0.943,1.333,#840,1.532,2.167,#766,2.003,2.833
The Glass Dome's Beta (Beta Edition),SuperWorm Gaming, 6,#833,1.532,2.167,#743,1.886,2.667,#792,1.886,2.667,#667,2.828,4.000,#965,0.707,1.000,#890,1.414,2.000,#814,1.768,2.500
FactorizAtIon,ThePortalGuy, 6,#833,1.532,2.167,#849,1.532,2.167,#876,1.650,2.333,#745,2.475,3.500,#735,1.768,2.500,#890,1.414,2.000,#836,1.650,2.333
Save The Zombies,zoeeey_eeey, 6,#833,1.532,2.167,#913,1.296,1.833,#765,2.003,2.833,#804,2.239,3.167,#836,1.414,2.000,#786,1.768,2.500,#919,1.296,1.833
Russian shit,Arthurlool1, 8,#839,1.531,1.875,#828,1.633,2.000,#900,1.531,1.875,#778,2.347,2.875,#827,1.429,1.750,#902,1.327,1.625,#924,1.225,1.500
Dropping Nasties,northcarolinaeric, 8,#839,1.531,1.875,#828,1.633,2.000,#932,1.327,1.625,#590,3.062,3.750,#478,2.654,3.250,#793,1.735,2.125,#777,1.939,2.375
The Clock Tower,BeeEL, 8,#839,1.531,1.875,#686,2.143,2.625,#816,1.837,2.250,#650,2.858,3.500,#714,1.837,2.250,#746,1.939,2.375,#951,1.123,1.375
Q-Mon,Tianmaru, 8,#839,1.531,1.875,#719,2.041,2.500,#816,1.837,2.250,#650,2.858,3.500,#554,2.449,3.000,#654,2.347,2.875,#954,1.021,1.250
Dont Drop The Box!,Brandon194, 8,#839,1.531,1.875,#828,1.633,2.000,#778,1.939,2.375,#435,3.470,4.250,#554,2.449,3.000,#775,1.837,2.250,#868,1.531,1.875
food scrambel,kidcreativegamer1, 3,#844,1.500,3.000,#858,1.500,3.000,#923,1.333,2.667,#891,1.833,3.667,#918,1.000,2.000,#853,1.500,3.000,#798,1.833,3.667
Spirit Box,Janet's Cool Games, 3,#844,1.500,3.000,#858,1.500,3.000,#923,1.333,2.667,#916,1.667,3.333,#758,1.667,3.333,#778,1.833,3.667,#927,1.167,2.333
Thunder Krumper,Tucker Slack, 3,#844,1.500,3.000,#858,1.500,3.000,#901,1.500,3.000,#938,1.500,3.000,#807,1.500,3.000,#697,2.167,4.333,#870,1.500,3.000
Apple,Ninja Coder Tech, 3,#844,1.500,3.000,#764,1.833,3.667,#866,1.667,3.333,#820,2.167,4.333,#807,1.500,3.000,#919,1.167,2.333,#903,1.333,2.667
Curious AI,Aphrim_Games, 3,#844,1.500,3.000,#891,1.333,2.667,#942,1.167,2.333,#891,1.833,3.667,#918,1.000,2.000,#919,1.167,2.333,#927,1.167,2.333
Robot Psychologist,DennisDoesEverything, 3,#844,1.500,3.000,#922,1.167,2.333,#768,2.000,4.000,#891,1.833,3.667,#846,1.333,2.667,#892,1.333,2.667,#769,2.000,4.000
AI - Friend or Foe?,DynamiteSalt776, 3,#844,1.500,3.000,#891,1.333,2.667,#901,1.500,3.000,#938,1.500,3.000,#758,1.667,3.333,#853,1.500,3.000,#870,1.500,3.000
ai helper thing,crimester, 3,#844,1.500,3.000,#815,1.667,3.333,#768,2.000,4.000,#916,1.667,3.333,#807,1.500,3.000,#853,1.500,3.000,#718,2.167,4.333
Fragmented,Lukas Buchel, 3,#844,1.500,3.000,#764,1.833,3.667,#866,1.667,3.333,#891,1.833,3.667,#994,0.500,1.000,#853,1.500,3.000,#903,1.333,2.667
Toy Tactics,"Ethan Kapelka | Game Dev, Kali Gardner", 3,#844,1.500,3.000,#891,1.333,2.667,#901,1.500,3.000,#938,1.500,3.000,#846,1.333,2.667,#892,1.333,2.667,#959,1.000,2.000
Scary infinite survival game,Unknown games company, 4,#854,1.443,2.500,#831,1.588,2.750,#798,1.876,3.250,#948,1.443,2.500,#636,2.165,3.750,#759,1.876,3.250,#942,1.155,2.000
